HM Claim Recognition Date (yyyy/mm/dd),HM Fiscal Month (yyyy/mm),Model Year,Manufacturing plant code,Manufacturing plant code name,Series Code,Series Name,VIN,Transmission Class(Description),Transmission Type Code,Transmission Serial No.,Failed Part No. (1-5),Reference Parts Name,Replacement Part No. (1-13),Replacement Part Name,Quantity of Replaced Parts,Quantity of Replaced Parts Total,Repair Dealer No.,Local Claim No.,HM Claim No.,Customer Voice,Defect Code,Defect Name,Repair Order Date (yyyy/mm/dd),Production Date (yyyy/mm/dd),Mileage (Mile),Applying Country Code,Applying Country Name,Approved Freight Total Amount (USD),Approved Labor Cost Total Amount (USD),Approved Material Total Amount (USD),Approved Part Total Amount (USD),Approved PLCA Total Amount (USD),Approved Sublet Total Amount (USD),Approved Tax Total Amount (USD),Approved Total Amount (USD),Total FRT,Debit/Credit,Debit/Credit Name,Debit/Credit Reason Description
2016-10-05,201610,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU004530,9AT,Q5LH,151017,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR16013,0014711950,20T220161005000051,"M""@TER BEYANINA G#RE;  ARACIN ALT KISMINDAN YA] DAMLAMASI OLUYOR ARACIN ALT KISMINDAN YA] DAMLAMASI OLUYOR",03214,Erroneous operation,2016-09-22,2016-06-24,142,TUR,Turkey,0,20.64,0.0,145.67,99.01,0.0,0,265.32,0.6,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU513414,9AT,Q5LH,73056,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR55043,0014726643,20T220161010000072,"SERVISIMIZE ARA[ Y""R""M""YOR @IKAYETI ILE GELEN ARACIN YAPILAN KONTROLLERINDE @ANZIMAN YA]I KONTROL EDILMI@ YA]IN I[INDE AL""MINYUM [APA]I TESPIT EDILIP ILGILI PAR[ANIN DE]I@IMINI TALEP EDIYORUZ HTR ABDULLAH BEYIN BILGISI DAHILINDE",00401,Distorted,2016-09-29,2015-09-16,11410,TUR,Turkey,0,206.71,0.0,3768.71,2561.21,0.0,0,6536.64,6.1,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU507663,9AT,Q5LH,43326,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,32,00082,0014737168,245220161014000002,PERIDTA OLIO DAL PARAOLIO USCITA SCATOLA DI RINVIO TROVO OLIO CHIARO SOTTO IL VEICOLO,-----,,2016-10-03,2015-07-06,10558,CHE,Switzerland,0,250.27,20.29,71.54,37.11,0.0,0,379.24,1.8,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514298,9AT,Q5LH,75412,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,29001  1,0014674173,293220160930000168,LAS MARCHAS SE PONEN EN NEUTRA CON EL VEHICULO CIRCULANDO. SE CAMBIA CAJA DE CAMBIOS SEG?N ID TESS :292627. COMENTADO CON MIGUEL A. SORIANO,-----,,2016-09-07,2015-09-24,4637,ESP,Spain,0,363.23,0.0,3768.71,1974.8,0.0,0,6106.74,6.1,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514335,9AT,Q5LH,75370,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,13,26130,0014547519,239220161001000155,EFFETTUATA DIAGNOSTICA   CONFERMIAMO MANCANZA DI INNESTO MARCIE D E RETRO   RUMOROSIT? CAMBIO IN FASE INNESTO DI MARCIE ANCHE IN PARCHEGGIO.  TESS 287732 VETTURA ARRIVATA CON CARRO ATTREZZI DIFFICOLT? MARCIA PER MANCATO INSERIMENTO MARCE LAMENTA COLPI ANOMALI INNESTO MARCIA,03214,Erroneous operation,2016-07-26,2015-09-24,8151,ITA,Italy,0,447.11,0.0,4981.41,2723.34,0.0,0,8151.88,8.8,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514335,9AT,Q5LH,75370,6201,"KIT,AT-TRNS",062275LH000,"KIT,TRQ/CONV",1,13,26130,0014547519,239220161001000155,EFFETTUATA DIAGNOSTICA   CONFERMIAMO MANCANZA DI INNESTO MARCIE D E RETRO   RUMOROSIT? CAMBIO IN FASE INNESTO DI MARCIE ANCHE IN PARCHEGGIO.  TESS 287732 VETTURA ARRIVATA CON CARRO ATTREZZI DIFFICOLT? MARCIA PER MANCATO INSERIMENTO MARCE LAMENTA COLPI ANOMALI INNESTO MARCIA,03214,Erroneous operation,2016-07-26,2015-09-24,8151,ITA,Italy,0,447.11,0.0,4981.41,2723.34,0.0,0,8151.88,8.8,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514335,9AT,Q5LH,75370,6201,"KIT,AT-TRNS",062285J4000,"KIT,TRQ/CONV OIL",1,13,26130,0014547519,239220161001000155,EFFETTUATA DIAGNOSTICA   CONFERMIAMO MANCANZA DI INNESTO MARCIE D E RETRO   RUMOROSIT? CAMBIO IN FASE INNESTO DI MARCIE ANCHE IN PARCHEGGIO.  TESS 287732 VETTURA ARRIVATA CON CARRO ATTREZZI DIFFICOLT? MARCIA PER MANCATO INSERIMENTO MARCE LAMENTA COLPI ANOMALI INNESTO MARCIA,03214,Erroneous operation,2016-07-26,2015-09-24,8151,ITA,Italy,0,447.11,0.0,4981.41,2723.34,0.0,0,8151.88,8.8,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514335,9AT,Q5LH,75370,6201,"KIT,AT-TRNS",062295J4000,"KIT,SHAFT SEALING",1,13,26130,0014547519,239220161001000155,EFFETTUATA DIAGNOSTICA   CONFERMIAMO MANCANZA DI INNESTO MARCIE D E RETRO   RUMOROSIT? CAMBIO IN FASE INNESTO DI MARCIE ANCHE IN PARCHEGGIO.  TESS 287732 VETTURA ARRIVATA CON CARRO ATTREZZI DIFFICOLT? MARCIA PER MANCATO INSERIMENTO MARCE LAMENTA COLPI ANOMALI INNESTO MARCIA,03214,Erroneous operation,2016-07-26,2015-09-24,8151,ITA,Italy,0,447.11,0.0,4981.41,2723.34,0.0,0,8151.88,8.8,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514335,9AT,Q5LH,75370,6201,"KIT,AT-TRNS",062305J4000,"KIT,SHAFT SEALING",1,13,26130,0014547519,239220161001000155,EFFETTUATA DIAGNOSTICA   CONFERMIAMO MANCANZA DI INNESTO MARCIE D E RETRO   RUMOROSIT? CAMBIO IN FASE INNESTO DI MARCIE ANCHE IN PARCHEGGIO.  TESS 287732 VETTURA ARRIVATA CON CARRO ATTREZZI DIFFICOLT? MARCIA PER MANCATO INSERIMENTO MARCE LAMENTA COLPI ANOMALI INNESTO MARCIA,03214,Erroneous operation,2016-07-26,2015-09-24,8151,ITA,Italy,0,447.11,0.0,4981.41,2723.34,0.0,0,8151.88,8.8,1,Regular,
2016-10-14,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU530845,9AT,Q5LH,126074,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR52013,0014736123,20T220161014000144,ARA[ @ANZUMAN #N KAPA]INDAN YA] KA[IRIYOR.,01102,Deteriorated,2016-09-10,2016-03-30,4576,TUR,Turkey,0,20.33,231.52,29.72,20.2,0.0,0,301.78,0.6,1,Regular,
2016-10-14,201610,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU000849,9AT,Q5LH,141759,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,5,064525,0014692431,207220160928000092,SUITE A UNE FUITE HUILE DE LA OITE DE VITESSE CELLE CI S'EST BLOQUEE ET LE VEHICULE S'EST ARRETER SUR LA ROUTE LE VEHICULE EST ARRIVE PAR ASSISTANCE  CONFIRMATION DE LA FUITE D'HUILE VOIR PHOTO NON FONCTIONNEMENT DE LA BOITE LE VEHICULE S'EST ARRETER SUR LA ROUTE FUITE HUILE,-----,,2016-09-07,2016-05-12,759,FRA,France,0,640.08,0.0,3882.52,2070.54,0.0,0,6593.15,6.1,1,Regular,
2016-10-17,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532248,9AT,Q5LH,132517,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,DUT510 0,0014731097,202220161017000655,GEARBOX OIL LEAKING,-----,,2016-09-30,2016-04-14,488,GBR,United Kingdom,0,48.94,288.14,24.3,5.32,0.0,0,366.71,0.6,1,Regular,
2016-10-20,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU506377,9AT,Q5LH,42597,6230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,1,01277,0014738512,245220161020000028,FUITE D'HUILE SIMMER SORTIE BOITE ? GAUCHE FUITE D'HUILE,-----,,2016-10-03,2015-06-08,11590,CHE,Switzerland,0,151.18,45.35,22.12,11.47,0.0,0,230.13,1.0,1,Regular,
2016-10-20,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514742,9AT,Q5LH,75305,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR33013,0014696622,20T220161010000071,YAPILAN KONTROLDE 3. VE  4. V$TES YOK KA[IRIYOR @ANZIMAN YA]I BO@ALTILDI YA] YANMI@. P0700 @ANZIMAN KONTROL S$STEM$ DTC OKUNDU KOMPLE @ANZIMANIN DE]$@MES$ GEREKMEKTED$R. ARACIN @ANZUMAN LAMBASI YANIYOR @$KAYET$ VAR,00401,Distorted,2016-09-16,2015-09-28,11783,TUR,Turkey,0,205.27,229.07,3742.48,2543.38,528.7,0,7248.91,6.1,1,Regular,
2016-10-24,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532949,9AT,Q5LH,132591,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,1,GMM001 0,0014708501,202220161024000396,STUCK IN PARK ADVISED TO REPLACE HYDRAULIC CONTROL UNIT  RE TESS TRACK 292903,01102,Deteriorated,2016-09-21,2016-04-21,4083,GBR,United Kingdom,0,449.98,505.78,892.22,195.75,0.0,0,2043.73,5.5,1,Regular,
2016-10-24,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532949,9AT,Q5LH,132591,54001,"KNOB,P-IN*NH892L*",062015LHE02,"KIT,AT-TRNS",1,3,GMM001 0,0014651318,202220161024000402,STUCK IN PARK REPLACE LEVER & KNOB SET AS PER BULLETON & SPOKEN TO DAVE IN TECCHNICAL.,01102,Deteriorated,2016-08-30,2016-04-21,4083,GBR,United Kingdom,0,981.78,505.78,4022.65,882.56,0.0,0,6392.77,12.0,1,Regular,
2016-10-24,201610,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532949,9AT,Q5LH,132591,54001,"KNOB,P-IN*NH892L*",062275LH000,"KIT,TRQ/CONV",1,3,GMM001 0,0014651318,202220161024000402,STUCK IN PARK REPLACE LEVER & KNOB SET AS PER BULLETON & SPOKEN TO DAVE IN TECCHNICAL.,01102,Deteriorated,2016-08-30,2016-04-21,4083,GBR,United Kingdom,0,981.78,505.78,4022.65,882.56,0.0,0,6392.77,12.0,1,Regular,
2016-10-26,201610,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU001467,9AT,Q5LH,138157,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,9,TR35013,0014753088,20T220161026000188,"YA] KA[A]I ARAC KURTARICI $LE GELD$ M""@TER$M$Z$N BEYANINA G#RE  Y""R""MED$]$ BEL$RT$L$YOR",00401,Distorted,2016-09-01,2016-05-24,1912,TUR,Turkey,0,20.02,27.87,174.61,118.68,242.66,0,583.86,0.6,1,Regular,
2016-10-28,201610,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU004320,9AT,Q5LH,151065,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,EWE357 0,0014774673,202220161028000481,"OIL LEAK, NOISE AT 2500 - 3000 RPM.",-----,,2016-10-21,2016-06-23,3531,GBR,United Kingdom,0,423.38,0.0,3173.75,696.31,0.0,0,4293.46,6.1,1,Regular,
2016-10-29,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU509682,9AT,Q5LH,62414,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,2,GRA488 0,0014766836,202220161029000373,VEHICLE NOT ENGAGING PARK,-----,,2016-09-13,2015-07-24,9020,GBR,United Kingdom,0,521.65,0.0,3208.14,703.85,0.0,0,4433.64,6.8,1,Regular,
2016-10-31,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514599,9AT,Q5LH,75443,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,7,HAR443 0,0014787561,202220161031000240,"CUSTOMER REPORTS CHECK FOR GEARBOX JUDDERING AND NOT CONNECTING SELECTING GEARS CORRECTLY, ROAD TEST CARRIED OUT, CONFIRMED FAULT, OIL LEAK FROM GEARBOX. SUSPECT LOW GEARBOX OIL LEVEL DUE TO LEAKAGE. CASE NUMBER 298323",03214,Erroneous operation,2016-10-18,2015-09-25,13262,GBR,United Kingdom,0,46.05,0.0,187.2,41.06,0.0,0,274.33,0.6,1,Regular,
2016-11-04,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU528799,9AT,Q5LH,118577,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,TR01013,0014626133,20T220161104000053,@ANZUMAN DI@ KAPAK ARIZALI ARA[TA YA] SIZINTISI VAR,00401,Distorted,2016-08-11,2016-03-10,2376,TUR,Turkey,0,20.42,0.0,58.44,39.73,0.0,0,118.61,0.6,1,Regular,
2016-11-04,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU505715,9AT,Q5LH,29172,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,2,10206,0014405499,26N220161104000045,UNDER SERVICE FUNNET LEKKASJE FRA GIRKASSE MOT TRANSFERKASSE. M? SKIFTE O-RINGER,-----,,2016-06-13,2015-05-22,9179,NOR,Norway,0,215.07,0.0,32.73,12.63,0.0,0,260.43,1.8,1,Regular,
2016-11-07,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU506718,9AT,Q5LH,38530,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,28009  1,0014782717,293220161107000038,FASE ENCIENDE LUZ DE DIAGNOSIS FALLO REITERATIVO SE CREA UN TESS 299391 SUST CENTRALITA TCM,-----,,2016-10-25,2015-06-16,8103,ESP,Spain,0,113.23,0.0,344.94,180.74,0.0,0,638.93,1.7,1,Regular,
2016-11-07,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU508478,9AT,Q5LH,51152,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,543073,0014685718,207220161019000079,BRUIT DE SIFFLEMENT DE BOITE BRUIT DE SIFFLEMENT DE BOITE   DOSSIER VALIDER PAR PASCAL LEMAITRE,-----,,2016-09-12,2015-07-14,21354,FRA,France,0,521.07,0.0,3785.18,2018.62,0.0,0,6324.87,6.1,1,Regular,
2016-11-11,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU506383,9AT,Q5LH,43429,6224,"KIT,OIL COOLER",062245LH000,"KIT,OIL COOLER",1,1,40008,0014763473,295220161111000014,K?IGUKASTI ?LISOOJENDI LEKIB.,-----,,2016-10-14,2015-06-08,25398,EST,Estonia,0,45.79,0.0,106.74,47.14,0.0,0,199.67,1.1,1,Regular,
2016-11-11,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU521768,9AT,Q5LH,63177,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,5,119006,0014751150,201220161111000038,SCHALTSCHL[GE BEIM SCHALTEN VOM 4. IN DEN 5. GANG  REPARATURVORGEHENSWEISE MIT TESS ABGESPROCHEN,-----,,2016-10-11,2015-12-11,5156,DEU,Germany,0,460.31,0.0,1162.25,568.34,0.0,0,2190.9,9.0,1,Regular,
2016-11-11,201611,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870GU004267,9AT,Q5LH,149017,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,NEW004 0,0014787817,202220161111000484,"CHECK FOR GEAR BOX LEAKING OIL FOUND COVER KIT LEAKING,REQUIRES NEW COVER KIT AND 3.3LITRES ATF",-----,,2016-10-27,2016-06-23,779,GBR,United Kingdom,0,54.16,0.0,25.03,5.48,494.6,0,579.29,0.6,1,Regular,
2016-11-16,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU521033,9AT,Q5LH,92184,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,2,TR34993,0014715845,20T220161026000209,ARA[ VITESE GE[MIYOR,09999,For phenomena other than those stipulated.,2016-08-26,2015-12-07,5902,TUR,Turkey,0,201.0,0.0,3676.8,2498.75,0.0,0,6376.56,6.1,1,Regular,
2016-11-16,201611,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU007705,9AT,Q5LH,162098,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,7,SPE112 0,0014796767,202220161116000465,"RECOVERED IN BY AA, NO DRIVE AND WARNING LIGHTS",-----,,2016-11-02,2016-07-21,1217,GBR,United Kingdom,0,417.74,0.0,1060.84,232.75,0.0,0,1711.34,5.5,1,Regular,
2016-11-19,201611,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU005776,9AT,Q5LH,155863,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,4,TR34103,0014784673,20T220161119000101,V$TES GE[$@LER$NDE SES VAR.,00401,Distorted,2016-10-26,2016-07-04,1706,TUR,Turkey,0,19.53,21.76,110.56,75.14,0.0,0,227.01,0.6,1,Regular,
2016-11-21,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU519572,9AT,Q5LH,84058,6222,"KIT,HYDRAULIC CON",062015LHE02,"KIT,AT-TRNS",1,44,10,0014633965,21H220161109000057,"SWIECI SI? KONTROLKA USTERKI AT. NIE MO?NA WRZUCIC BIEGU D ANI SKASOWAC DTC. OPROGRAMOWANIE TCM AKTUALNE. SAMOCHOD PODCZAS WYPRZEDZANIA W MIESCIE  OK.70KM/H STRACIL NAPED, MIGALY NA PRZEMIAN KONTROLKI BIEGU N I P ORAZ BYLO SLYCHAC NIENATURALNY SWIST Z SILNIKA,SILA ROZPEDU DOTOCZYL SIE NA POBOCZE GDY SAMOCHOD SIE ZATRZYMAL ZLAPAL NIE MO?NA WRZUCIC BIEGU D",-----,,2016-08-06,2015-11-19,6133,POL,Poland,0,699.31,0.0,5220.88,1756.3,0.0,0,7676.48,22.2,1,Regular,
2016-11-21,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU519572,9AT,Q5LH,84058,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,44,10,0014633965,21H220161109000057,"SWIECI SI? KONTROLKA USTERKI AT. NIE MO?NA WRZUCIC BIEGU D ANI SKASOWAC DTC. OPROGRAMOWANIE TCM AKTUALNE. SAMOCHOD PODCZAS WYPRZEDZANIA W MIESCIE  OK.70KM/H STRACIL NAPED, MIGALY NA PRZEMIAN KONTROLKI BIEGU N I P ORAZ BYLO SLYCHAC NIENATURALNY SWIST Z SILNIKA,SILA ROZPEDU DOTOCZYL SIE NA POBOCZE GDY SAMOCHOD SIE ZATRZYMAL ZLAPAL NIE MO?NA WRZUCIC BIEGU D",-----,,2016-08-06,2015-11-19,6133,POL,Poland,0,699.31,0.0,5220.88,1756.3,0.0,0,7676.48,22.2,1,Regular,
2016-11-21,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU519572,9AT,Q5LH,84058,6222,"KIT,HYDRAULIC CON",062245LH000,"KIT,OIL COOLER",1,44,10,0014633965,21H220161109000057,"SWIECI SI? KONTROLKA USTERKI AT. NIE MO?NA WRZUCIC BIEGU D ANI SKASOWAC DTC. OPROGRAMOWANIE TCM AKTUALNE. SAMOCHOD PODCZAS WYPRZEDZANIA W MIESCIE  OK.70KM/H STRACIL NAPED, MIGALY NA PRZEMIAN KONTROLKI BIEGU N I P ORAZ BYLO SLYCHAC NIENATURALNY SWIST Z SILNIKA,SILA ROZPEDU DOTOCZYL SIE NA POBOCZE GDY SAMOCHOD SIE ZATRZYMAL ZLAPAL NIE MO?NA WRZUCIC BIEGU D",-----,,2016-08-06,2015-11-19,6133,POL,Poland,0,699.31,0.0,5220.88,1756.3,0.0,0,7676.48,22.2,1,Regular,
2016-11-21,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU519572,9AT,Q5LH,84058,6222,"KIT,HYDRAULIC CON",062805LHE01,"UNIT ASSY,TRNS CO",1,44,10,0014633965,21H220161109000057,"SWIECI SI? KONTROLKA USTERKI AT. NIE MO?NA WRZUCIC BIEGU D ANI SKASOWAC DTC. OPROGRAMOWANIE TCM AKTUALNE. SAMOCHOD PODCZAS WYPRZEDZANIA W MIESCIE  OK.70KM/H STRACIL NAPED, MIGALY NA PRZEMIAN KONTROLKI BIEGU N I P ORAZ BYLO SLYCHAC NIENATURALNY SWIST Z SILNIKA,SILA ROZPEDU DOTOCZYL SIE NA POBOCZE GDY SAMOCHOD SIE ZATRZYMAL ZLAPAL NIE MO?NA WRZUCIC BIEGU D",-----,,2016-08-06,2015-11-19,6133,POL,Poland,0,699.31,0.0,5220.88,1756.3,0.0,0,7676.48,22.2,1,Regular,
2016-11-21,201611,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU008919,9AT,Q5LH,164415,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,7,HSM004 0,0014821476,202220161121000101,OIL LEAK FROM END OF GEARBOX COVER PLATE,00401,Distorted,2016-11-15,2016-08-09,494,GBR,United Kingdom,0,18.74,0.0,174.65,38.31,0.0,0,231.72,0.6,1,Regular,
2016-11-25,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU523084,9AT,Q5LH,97676,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,3,116151,0014786990,201220161125000017,"DER FEHLER P0741 WAR ZUN[CHST EIN ZEITWEILIGER FEHLER, TRITT SEIT DEM 26.10.2016 IMMER H[UFIGER WIEDER AUF. ATF-GETRIEBE\LSTAND UND STECKER/KABEL WURDEN GEPR]FT. HERR P. M\CHTE KW44-45 NACH ITALIEN FAHREN. SCHON OHNE BELASTUNG UND BEI 100-130KM/H AUF DER AUTOBAHN LEUCHTET DIE MOTORWARNLAMPE UND DIE MELDUNG ' GETRIEBETEMPERATUR ZU HEISS ' ERSCHEINT IM TACHO. KEINE BEEINTR[CHTIGUNG BEI DER MOTORLEISTUNG ODER GESCHWINDIGKEIT.",-----,,2016-10-24,2016-01-08,8353,DEU,Germany,0,406.25,0.0,1029.97,503.65,0.0,0,1939.88,5.5,1,Regular,
2016-11-28,201611,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU525015,9AT,Q5LH,104121,6280,"UNIT ASSY,TRNS CO",062805LHE11,"UNIT ASSY,TRNS CO",1,1,10260,0014762948,26N220161128000025,"INGEN KONTAKT MED STYREENHET P? GEARKASSE, SJEKKER KABELSTIKK, PERIODEVIS FEIL, KJ?RER INNL?RINGSPROSEDYRER P? NYTT, MEN FEIL KOMMER TILBAKE BILEN VIL IKKE STARTE VED F?RSTE TRYKK, STARTER P? ANDRE ALLE LYS I INSTRUMENTPANEL KOMMER P?, BILEN VIL IKKE G? I GIR.",03214,Erroneous operation,2016-10-13,2016-01-27,5394,NOR,Norway,0,155.16,0.0,323.91,124.99,0.0,0,604.07,1.7,1,Regular,
2016-12-01,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU521020,9AT,Q5LH,92253,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,12,TR34103,0014822797,20T220161128000097,ARIZA LAMBASI YANIYOR,00401,Distorted,2016-11-16,2015-12-07,25063,TUR,Turkey,0,376.98,0.0,4815.42,3272.56,0.0,0,8464.97,11.6,1,Regular,
2016-12-01,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU521020,9AT,Q5LH,92253,6201,"KIT,AT-TRNS",062225LH000,"KIT,HYDRAULIC CON",1,12,TR34103,0014822797,20T220161128000097,ARIZA LAMBASI YANIYOR,00401,Distorted,2016-11-16,2015-12-07,25063,TUR,Turkey,0,376.98,0.0,4815.42,3272.56,0.0,0,8464.97,11.6,1,Regular,
2016-12-06,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU523084,9AT,Q5LH,97676,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,116151,0014817644,201220161124000490,SCHON OHNE BELASTUNG UND BEI 100-130KM/H AUF DER AUTOBAHN LEUCHTETDIE MOTORWARNLAMPE UND DIE MELDUNG ' GETRIEBETEMPERATUR ZU HEISS ' ERSCHEINT TACHO. KEINE BEEINTR[CHTIGUNG BEI DER MOTORLEISTUNG ODER GESCHWINDIGKEIT. TESS ID 299884 => GETRIEBE TAUSCHEN,-----,,2016-11-11,2016-01-08,8368,DEU,Germany,0,722.41,0.0,3667.95,1793.63,0.0,0,6183.98,9.6,1,Regular,
2016-12-09,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU509222,9AT,Q5LH,50923,10003,ENG SUB-ASSY (HEA,262505LH000,"PLATE COMP,DRIVE",1,29,543073,0014704366,207220161206000057,NE DEMARRE PAS   JEU IMPORTANT LATERALE AU NIVEAU DES ARBRES A CAMES   + RUPTURE COURONNE ENTRAINEMENT DEMARREUR DERRIERE CONVERTISSEUR BV NE DEMARRE PAS,-----,,2016-09-12,2015-07-21,18386,FRA,France,0,1520.3,0.0,1649.85,879.85,0.0,0,4050.01,18.6,1,Regular,
2016-12-12,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU525445,9AT,Q5LH,109248,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR06013,0014846872,20T220161212000256,"@ANZIMANDA YA] KA[A]I VAR, YA] SEV$YES$ EKS$K. M""@TER$ ARA[TA SEY$R ESNASINDA S$LKELEME OLDU]UNU $FADE ED$YOR",07408,Improperly sealed,2016-11-04,2016-02-01,3216,TUR,Turkey,0,19.4,286.51,28.35,19.27,0.0,0,353.55,0.6,1,Regular,
2016-12-13,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514048,9AT,Q5LH,73453,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,46,40002,0014808648,295220161210000017,S?TTIS K?IGUKASTI RIKKETULI.,-----,,2016-10-17,2015-09-22,18933,EST,Estonia,0,378.58,106.39,3724.19,1644.62,0.0,0,5853.79,9.3,1,Regular,
