HM Claim Recognition Date (yyyy/mm/dd),HM Fiscal Month (yyyy/mm),Model Year,Manufacturing plant code,Manufacturing plant code name,Series Code,Series Name,VIN,Transmission Class(Description),Transmission Type Code,Transmission Serial No.,Failed Part No. (1-5),Reference Parts Name,Replacement Part No. (1-13),Replacement Part Name,Quantity of Replaced Parts,Quantity of Replaced Parts Total,Repair Dealer No.,Local Claim No.,HM Claim No.,Customer Voice,Defect Code,Defect Name,Repair Order Date (yyyy/mm/dd),Production Date (yyyy/mm/dd),Mileage (Mile),Applying Country Code,Applying Country Name,Approved Freight Total Amount (USD),Approved Labor Cost Total Amount (USD),Approved Material Total Amount (USD),Approved Part Total Amount (USD),Approved PLCA Total Amount (USD),Approved Sublet Total Amount (USD),Approved Tax Total Amount (USD),Approved Total Amount (USD),Total FRT,Debit/Credit,Debit/Credit Name,Debit/Credit Reason Description
2017-04-24,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU018170,9AT,Q5LH,0225087,06222,"KIT,HYDRAULIC CON",062245LH000,"KIT,OIL COOLER",1,5,0238,0015222697,250220170424000052,LE MOTEUR DEMARRE MAIS LA POSOTION P CLIGNOTE AU TABLEAU DE BORD ET ON SAIT PAS METTRE UNE VITESSE. APRES DEPISTAGE DE PANNE IL FAUT REMPLACER L'UNITE DE COMMANDE HYDRAULIQUE.,-----,,2017-03-31,2017-02-21,385,BEL,Belgium,0,268.42,355.0,1283.89,697.92,0.0,0,2605.25,5.5,1,Regular,
2017-04-25,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU009248,9AT,Q5LH,0166703,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,002,61470420D8,614220170425000013,FUITE D'HUILE AU NIVEAU DE BOITE VITESSE,-----,,2017-03-23,2016-08-31,1040,MAR,Morocco,0,6.19,0.0,62.43,66.21,0.0,0,134.84,0.6,1,Regular,
2017-04-26,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU523228,9AT,Q5LH,0097518,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,118408,0015253678,201220170426000193,FAHRZEUG GEHT IN DEN NOTLAUF FEHLERCODE P061B  TESSANFRAGE 319400 LAMPE LEUCHTET FAHRZEUG RUCKELT,03214,Erroneous operation,2017-04-07,2016-01-11,3594,DEU,Germany,0,115.27,0.0,295.21,144.36,0.0,0,554.85,1.7,1,Regular,
2017-04-26,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU001113,9AT,Q5LH,0141020,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,725839,0015300919,207220170426000256,FUITE D'HUILE DE BOITE.  JOINT DE PLAQUE LATERALE COUPE,01102,Deteriorated,2017-04-19,2016-05-18,7759,FRA,France,0,47.37,64.19,31.9,17.01,0.0,0,160.49,0.6,1,Regular,
2017-04-26,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012029,9AT,Q5LH,0194994,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR34103,0015278735,20T220170426000130,ARAC CEKICI ILE GELDI YAG KACAGI VAR,00401,Distorted,2017-04-13,2016-11-08,783,TUR,Turkey,0,20.13,0.0,98.95,67.25,35.75,0,222.09,0.6,1,Regular,
2017-04-27,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012001,9AT,Q5LH,0183023,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,8,TR27033,0015256888,20T220170427000728,"ARACIN @ANZUMAN ARKASINDAK$ K""[""K KAPAK OR$NG$NDE YIRTIK OLUP @ANZUMAN YA]I TAMAMEN ARACIN ALTINI YA] ETM$@ OLUP BU KAPA]IN DE]$@MES$ GEREKMEKTED$R. ARACIMI BIRAKTI]IM YERDE YA] KALINTILARI OLUYOR VE ARACIMIN @ANZUMAN ARIZA LAMBASI YANIYOR",08001,Incorrect assembly,2017-04-08,2016-11-08,1112,TUR,Turkey,0,20.07,0.0,131.27,89.21,0.0,0,240.57,0.6,1,Regular,
2017-04-28,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011321,9AT,Q5LH,0187446,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR06013,0015288343,20T220170428000405,"SEY$R HAL$NDE ARA[TA SARSINTI VAR M""@TER$ ARA[TA TEKLEME VE SARSILMA OLDU]UNU $FADE ED$YOR.",00401,Distorted,2017-04-05,2016-10-25,2687,TUR,Turkey,0,19.98,123.21,29.22,19.86,0.0,0,192.29,0.6,1,Regular,
2017-05-01,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU515679,9AT,Q5LH,0075750,06222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,2,BAN281 0,0015236674,202220170501002312,CHECK AND REPORT ON EML APPEARING ON DASH. TESS TRACK:318872,-----,,2017-04-03,2015-10-07,11870,GBR,United Kingdom,0,484.49,157.32,1105.18,242.47,0.0,0,1989.48,5.5,1,Regular,
2017-05-01,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532273,9AT,Q5LH,0132191,06230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,1,HUG028 0,0015264050,202220170501002303,CUSTOMER COMPLAINT OF N/S DRIVESHAFT OIL SEAL LEAKING,-----,,2017-04-10,2016-04-14,7078,GBR,United Kingdom,0,81.61,0.0,25.41,5.56,0.0,0,112.6,1.0,1,Regular,
2017-05-02,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014199,9AT,Q5LH,0202258,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,107497,0015329296,201220170502000210,"UNDICHTHEIT AM GETRIEBE \LFLECKEN UNTER DEM FAHRZEUG, UNTERBODEN STARK VER\LT",01701,Hairline fracture,2017-04-25,2016-11-30,3813,DEU,Germany,0,46.05,0.0,29.33,14.34,0.0,0,89.73,0.6,1,Regular,
2017-05-03,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU516076,9AT,Q5LH,0080291,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,116227,0015332224,201220170503000543,"GETRIEBESTEUERGER[T MUSS GETSCUHT WERDEN, TROTZ MEHRACHEN UPDATES KOMMT IMMER WARNLAMPE",-----,,2017-04-26,2015-10-12,17509,DEU,Germany,0,107.61,0.0,297.16,145.31,0.0,0,550.09,1.7,1,Regular,
2017-05-05,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU504648,9AT,Q5LH,0027684,06235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,2,TR46023,0015328318,20T220170505000291,SERV$S TARAFINDAN YAPILAN KONTROLLERDE ARACIN @ANZIMAN ALT KISMINDA YA] KA[A]I OLDU]U TESP$T ED$LD$. ARACIN @ANZIMANINDA YA] KA[A]I VAR.,07407,Insufficient sealing material,2017-04-25,2015-05-11,12863,TUR,Turkey,0,64.75,0.0,41.23,28.02,0.0,0,134.0,1.9,1,Regular,
2017-05-06,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870GU005692,9AT,Q5LH,0153950,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,00707,0015357164,247220170506000010,OLJEL?CKAGE FR?N SIDAN AV V-L?DAN,-----,,2017-04-12,2016-07-02,1820,SWE,Sweden,0,75.97,259.15,34.04,13.91,0.0,0,383.09,0.6,1,Regular,
2017-05-06,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014912,9AT,Q5LH,0210817,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR34043,0015350794,20T220170506000126,"@ANZIMAN YAN KAPAKTAN GELEN YA] KONTROL ED$LD$ M""@TER$ BEYANINA G#RE ARACIN ALTINDAN YA] DAMLIYOR",00401,Distorted,2017-04-28,2016-12-07,269,TUR,Turkey,0,20.21,0.0,99.53,67.64,135.44,0,322.84,0.6,1,Regular,
2017-05-10,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU520585,9AT,Q5LH,0086602,06201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,4,TR34063,0015165199,20T220170405000225,ARA[ SEY$R HAL$NDE G$DERKEN @ANZIMAN $KAZI [IKMI@.ARA[ HAREKETS$Z KALMI@. [EK$C$ $LE SERV$S$M$ZEME GELD$. ARA[ SEY$R HAL$NDE G$DERKEN @ANZIMAN $KAZI [IKMI@.ARA[ HAREKETS$Z KALMI@. [EK$C$ $LE SERV$S$M$ZEME GELD$.,00401,Distorted,2017-03-21,2015-12-02,11564,TUR,Turkey,0,203.91,167.13,3750.48,2548.82,79.47,0,6749.83,6.1,1,Regular,
2017-05-10,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU001133,9AT,Q5LH,0139539,06201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,43,107976 9,0015292662,201220170428000600,"GETRIEBE SCHALTET ZEITWEISE NICHT, ODER FALSCH.  LAUT TECHNIK - CENTER SOLL DAS GETRIEBE KOMPLETT GETAUSCHT WERDEN. TESS ID 318667",-----,,2017-03-29,2016-05-18,2503,DEU,Germany,0,531.71,0.0,3843.07,1879.27,0.0,0,6254.07,6.1,1,Regular,
2017-05-11,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU524331,9AT,Q5LH,0102819,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,00315,0015141431,247220170511000157,"BIL SLUTAR ATT DRA, FUNKAR EJ V?XLING EFTER",-----,,2017-03-15,2016-01-21,18959,SWE,Sweden,0,157.4,0.0,328.65,134.41,0.0,0,620.48,1.7,1,Regular,
2017-05-12,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU004980,9AT,Q5LH,0148996,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,00423,0015311838,247220170512000129,"KUNDKLAGOM?L: HAR SETT NU UNDER DOM SENASTE DAGARNA ATT DET HAR BLIVIT BL?TT P? MARKEN D?R HEMMA. KANSKE ?R FR?N A/CN MEN VILL ?ND? F? KOLLAT.  FELS?KNING: KOLLAT L?CKAGE,L?CKAGE FR?N SIDAN AV V-L?DA, K?PPAKET SKA BYTAS",02101,Torn or split,2017-04-20,2016-06-28,5224,SWE,Sweden,0,58.6,0.0,61.45,25.13,0.0,0,145.19,0.6,1,Regular,
2017-05-15,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU016117,9AT,Q5LH,0215376,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,DER150 0,0015365581,202220170515001704,GEARBOX SIDE PLATE IS LEAKING OIL FROM COVER  NOTE SPECIAL GEAR OIL NEEDED FOR THIS VEHICLE OIL UNDER THE CAR,-----,,2017-05-03,2017-01-09,2100,GBR,United Kingdom,0,52.58,317.58,29.23,6.42,0.0,0,405.82,0.6,1,Regular,
2017-05-17,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013596,9AT,Q5LH,0206163,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,TR34023,0015383033,20T220170517000038,P0613 TCM $@LEMC$ KODU VER$YOR ARA[ V$TESE GE[M$YOR,00401,Distorted,2017-05-04,2016-11-24,1579,TUR,Turkey,0,57.86,0.0,301.22,204.71,36.63,0,600.42,1.7,1,Regular,
2017-05-17,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU016034,9AT,Q5LH,0212248,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR34043,0015386921,20T220170517000037,"@ANZIMAN YAN KAPAK KISMINDAN YA] GEL$YOR, ARA[ YA]SIZ KALDI]INDAN STOP ETM$@. M""@TER$ $FADES$NE G#RE ARA[ YOLDA B$R ANDA GAZA KES$P ARA[ YAV@LAYIP STOP ETM$@, ARA[ [EK$C$ $LE GELD$.",00401,Distorted,2017-05-09,2017-01-06,526,TUR,Turkey,0,183.79,6.23,100.59,68.36,359.72,0,718.69,5.4,1,Regular,
2017-05-18,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU524236,9AT,Q5LH,0099205,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,DON346 0,0015396235,202220170518000657,"VEHICLE RECOVERED WITH KEY AND FOUR WHEEL DRIVE LOCKED,  WARNING LIGHTS AND DASH. ATM RELATED",-----,,2017-05-08,2016-01-20,11599,GBR,United Kingdom,0,192.59,0.0,292.33,64.13,0.0,0,549.06,2.7,1,Regular,
2017-05-23,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014522,9AT,Q5LH,0207858,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR38043,0015362163,20T220170523000764,"KONTROLLERDE ARACIN @ANUZMAN ALT KISMINDA YA] KA[A]I TESP$T ED$LD$.@ANZUMANDAK$ SES$N YA] EKS$KL$]$ NEDEN$ $LE [IKTI]I TESP$T ED$LD$.HTR ABDULLAH USTA $LE DURUM G#R""@""LD"" MOOTR ARIZA LAMBASI YANIYOR  ARA[ 4. VE 5 . V$TES GE[$@LER$NDE GICIRTI @EKL$NDE SES GELMEKTE",00401,Distorted,2017-05-03,2016-12-05,1664,TUR,Turkey,0,20.7,9.15,102.5,69.67,0.0,0,202.03,0.6,1,Regular,
2017-05-30,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU515207,9AT,Q5LH,0077704,06201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR10093,0015375152,20T220170522000193,ARAC VURUNTU YAPIYOR ARAC VITES GECISLERINI ZAMANINDA ALGILAMIYOR,03214,Erroneous operation,2017-05-05,2015-10-01,11599,TUR,Turkey,0,208.37,0.0,3798.96,2581.77,170.31,0,6759.42,6.1,1,Regular,
2017-05-30,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU528899,9AT,Q5LH,0120084,06201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,100036,0015408944,201220170525000170,"ID 301248 LT.KUDENAUSSAGE BRUMMENDES MOTORGER[USCH BEI CA.1500U/MIN UND CA. 100KM/H, ]BERPR]FEN UND INSTANDSETZEN",-----,,2017-05-11,2016-03-11,20984,DEU,Germany,0,475.42,259.45,3855.95,1885.55,135.61,0,6612.01,6.1,1,Regular,
2017-06-01,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU524911,9AT,Q5LH,0104137,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,3,26690,0015255270,239220170601000260,EVIDENTE PERDITA OLIO NELLA ZONA DEL RIPARTITORE DI COPPIA COME DA FOTO E SEGNALAZ TESS 310436,-----,,2017-04-07,2016-01-26,21684,ITA,Italy,0,188.69,221.1,35.14,19.2,0.0,0,464.14,4.2,1,Regular,
2017-06-07,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU002957,9AT,Q5LH,0148377,06201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,7,102986,0015482054,201220170602000134,FZG WURDE EINGESCHLEPPT/AUTOMATIC-GETRIEBEFEHLER WIRD ANGEZEIGT U STARKER \LVERLUST FESTGESTELLT/NOTENTRIEGLUNG AKTIVIERT/SPEICHER AUSGELESEN/REST\LMENGE BEURTEILT/NACH TESS-KONTAKT AUTOMATIC-GETRIEBE ERNEUERN FZG AUF DER AUTOBAHN LIEGENGEBLIEBEN/GETRIEBE-WARNLAMPE BRENNT/KEIN ANTRIEB/FZG ABSCHLEPPEN LASSEN,01101,Permanent set-in fatigue,2017-05-26,2016-06-14,2503,DEU,Germany,0,600.22,290.58,3952.47,1932.76,0.0,0,6776.05,7.1,1,Regular,
2017-06-07,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU002957,9AT,Q5LH,0148377,06201,"KIT,AT-TRNS",062305J4000,"KIT,SHAFT SEALING",1,7,102986,0015482054,201220170602000134,FZG WURDE EINGESCHLEPPT/AUTOMATIC-GETRIEBEFEHLER WIRD ANGEZEIGT U STARKER \LVERLUST FESTGESTELLT/NOTENTRIEGLUNG AKTIVIERT/SPEICHER AUSGELESEN/REST\LMENGE BEURTEILT/NACH TESS-KONTAKT AUTOMATIC-GETRIEBE ERNEUERN FZG AUF DER AUTOBAHN LIEGENGEBLIEBEN/GETRIEBE-WARNLAMPE BRENNT/KEIN ANTRIEB/FZG ABSCHLEPPEN LASSEN,01101,Permanent set-in fatigue,2017-05-26,2016-06-14,2503,DEU,Germany,0,600.22,290.58,3952.47,1932.76,0.0,0,6776.05,7.1,1,Regular,
2017-06-07,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU018187,9AT,Q5LH,0230666,06201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,6,118418,0015463070,201220170530000408,AUTOMATIKGETRIEBE SCHALTET NICHT / KONTROLLLEUCHTE BRENNT / KLAUENKUPPLUNG F FESTSITZEND EINGEKUPPELT  (DIENSTWAGEN HONDA DEUTSCHLAND),-----,,2017-05-23,2017-02-21,3205,DEU,Germany,0,426.29,0.0,3938.67,1926.02,0.0,0,6291.0,6.1,1,Regular,
2017-06-09,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU524023,9AT,Q5LH,0098617,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,2,00559,0015314611,247220170609000114,BYTE PACKBOX/ O-RING F?RDELNINGSL?DA PGA OLJEL?CKAGE.,-----,,2017-04-19,2016-01-19,37264,SWE,Sweden,0,233.21,0.0,43.8,17.92,0.0,0,294.95,1.9,1,Regular,
2017-06-13,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU515283,9AT,Q5LH,0077610,06222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,4,TR16013,0015310156,20T220170607000382,"M""@TER$ BEYANINA G#RE;  @ANZIMAN $KAZ I@I]I $K$ KEZ YANDI S#ND"" @ANZIMAN $KAZ I@I]I $K$ KEZ YANDI S#ND""",03217,Not operating,2017-04-21,2015-10-01,25889,TUR,Turkey,0,188.92,0.0,1156.24,785.78,0.0,0,2130.94,5.5,1,Regular,
2017-06-13,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012476,9AT,Q5LH,0195012,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,EWG100 0,0015528366,202220170613000694,ATF LEAK FROM TRANSMISSION END COVER,-----,,2017-06-08,2016-11-11,1642,GBR,United Kingdom,0,51.69,256.46,27.92,6.13,0.0,0,342.22,0.6,1,Regular,
2017-06-16,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE5890FU011745,5AT,M6GA,321,20021,"TRNS ASSY,BARE",20021R6G000,"TRNS ASSY,BARE",1,2,BRA637 0,0015538671,202220170616000253,"CHECK & REPORT ON GEARBOX FLARING WHEN GOING INTO 2ND GEAR. TESS TRACK RAISED 323375 FOR DIAGNOSES ASSISTANCE. FAULT FOUND WITH 2ND GEAR ASSEMBLY, REPLACEMENT TRANSMISSION AUTHORISED RE:TESS TRACK 323375 FOR TRANSMISSION REPLACEMENT REQUIRED. WE STRONGLY RECOMMEND A REPLACEMENT TORQUE CONVERTOR TO RULE OUT ANY FURTHER ISSUES WITH CONSEQUENTIAL DAMAGE. TESS TRACK RAISED 323375-UPDATE-- CONVERTOR REMOVED FROM CLAIM, REGARDS ANDREAS",01102,Deteriorated,2017-05-11,2016-01-28,6337,GBR,United Kingdom,0,533.3,35.75,3043.15,667.67,0.0,0,4279.87,5.8,1,Regular,
2017-06-16,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU508146,9AT,Q5LH,0053934,06235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,1,BAS473 0,0015512967,202220170616000201,CUSTOMER REPORTS LEAK FORM CAR TECHNICIAN DIAGNOSED NEW SEAL REQUIRED BETWEEN AUTOMATIC TRANSMISSION BOX AND TRANSFER BOX,-----,,2017-06-05,2015-07-09,7909,GBR,United Kingdom,0,155.29,0.0,21.91,4.8,0.0,0,182.01,1.9,1,Regular,
2017-06-16,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU517898,9AT,Q5LH,0082418,06222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,1,10053,0015482476,26N220170616000060,VIL IKKE I R ELLER D,-----,,2017-05-29,2015-10-29,13876,NOR,Norway,0,687.45,152.77,1251.82,483.08,0.0,0,2575.13,5.5,1,Regular,
2017-06-19,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU016491,9AT,Q5LH,0222333,06223,"KIT,SENSOR UNIT",062235LH000,"KIT,SENSOR UNIT",1,4,STA462 0,0015445669,202220170619002102,INVESTIGATE VARIOUS LIGHTS SHOWING ON DASH,-----,,2017-05-19,2017-01-12,4343,GBR,United Kingdom,0,449.73,188.89,428.43,94.01,0.0,0,1161.08,5.5,1,Regular,
2017-06-19,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU016491,9AT,Q5LH,0222333,06223,"KIT,SENSOR UNIT",062245LH000,"KIT,OIL COOLER",1,4,STA462 0,0015445669,202220170619002102,INVESTIGATE VARIOUS LIGHTS SHOWING ON DASH,-----,,2017-05-19,2017-01-12,4343,GBR,United Kingdom,0,449.73,188.89,428.43,94.01,0.0,0,1161.08,5.5,1,Regular,
2017-06-24,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU523762,9AT,Q5LH,0099038,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,045,0015475636,23Z220170624000028,VOZIDLO BOLO V NUDZOVOM REZIME A NEREAGOVALO NA STLACANIE PLYNOV?HO PEDALU.,03214,Erroneous operation,2017-05-26,2016-01-15,17940,SVK,Slovakia,0,58.25,0.0,314.67,110.25,0.0,0,483.19,1.7,1,Regular,
2017-06-28,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU518561,9AT,Q5LH,0084448,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,4,274-4,2747062069,274220170628000030,OIL LEAK,-----,,2017-05-26,2015-11-05,14063,BGR,Bulgaria,0,44.6,0.0,77.55,37.04,0.0,0,159.19,1.9,1,Regular,
2017-06-28,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU524867,9AT,Q5LH,0104410,06280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,0001,26K7062349,26K220170628000046,CHECK ENGINE INDICATOR LAIGHT LIT.,-----,,2017-04-13,2016-01-26,12439,HRV,Croatia,0,42.39,0.0,425.44,359.27,0.0,0,827.11,1.7,1,Regular,
2017-06-28,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU529236,9AT,Q5LH,0118589,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,28013  2,0015568396,293220170628000201,"REVISAR FALLO EN EL CAMBIO AUTOMATICO SE QUEDA LA D PARPADEANDO Y DA FALLO DE CAJA DE CAMBIOS, PERDIDA DE ACEITE ATF POR CUBIERTA LATERAL DE LA CAJA DE CAMBIOS. SE A REALIZADO TESS CON NUMERO 327878. SUSTITUIR KIT CUBIERTA.",-----,,2017-06-12,2016-03-14,14856,ESP,Spain,0,92.67,233.32,32.57,17.07,0.0,0,375.64,1.4,1,Regular,
2017-06-29,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE5770GU302571,6MT,S6TM,4002519,20011,"BARE,TRNS ASSY",20011R6TT00,"BARE,TRNS ASSY",1,1,107127,0015571181,201220170629000045,LAUTE ARBEITSGER[USCHE AUS DEM GETRIEBE,-----,,2017-06-20,2017-02-11,569,DEU,Germany,0,332.92,0.0,1926.27,941.94,45.95,0,3247.09,3.9,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6740FU204999,6MT,ER7Z,1205070,20011,"BARE,TRNS ASSY",20011R7ZX40,"BARE,TRNS ASSY",1,1,CLO552 0,0015439959,202220170630001082,POPPING OUT OF GEARS,03217,Not operating,2017-05-18,2015-06-01,11574,GBR,United Kingdom,0,495.68,0.0,1729.26,379.4,15.62,0,2619.97,5.6,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU507632,9AT,Q5LH,0053883,06235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,8,TR34473,0015590008,20T220170630000036,YAG KACAGI ILE ILGILI KONTROLLER YAPILDI.DAHA SONRA TEKRAR SERVISE MUSTERI CAGIRILACAK YAG KACAGI ILE ILGILI KONTROLLER YAPILDI.DAHA SONRA TEKRAR SERVISE MUSTERI CAGIRILACAK,00401,Distorted,2017-06-23,2015-07-06,13785,TUR,Turkey,0,66.6,0.0,154.83,105.23,0.0,0,326.66,1.9,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU520542,9AT,Q5LH,0055451,06235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,1,TR34473,0015589963,20T220170630000037,@ANZUMAN KE[ES$ DE]$@ECEK @ANZUMAN KE[ES$ DE]$@ECEK,00401,Distorted,2017-06-01,2015-12-02,13024,TUR,Turkey,0,66.6,0.0,24.29,16.52,0.0,0,107.42,1.9,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU530715,9AT,Q5LH,0124351,06201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,842084,0015503849,207220170623000141,VIBRATIONS A VITESSE STABILISEE A REGIME BAS VU AVEC  MR LEMAITRE PASCAL,-----,,2017-06-01,2016-03-29,20000,FRA,France,0,592.43,0.0,3957.0,2110.27,213.66,0,6873.37,6.1,1,Regular,
2017-06-30,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013996,9AT,Q5LH,0206193,06201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,107060,0015465063,201220170619000255,"GETRIEBE SCHALTET NICHT MEHR, GETRIEBEOELVERLUST,  GETRIEBE ERNEUERN",-----,,2017-05-22,2016-11-29,2092,DEU,Germany,0,522.73,0.0,3957.0,1934.97,0.0,0,6414.71,6.1,1,Regular,
2017-06-30,201707,2017,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870HU001746,9AT,Q5LH,0259241,06233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,0947,0015595363,250220170630000048,OLIELEK.,03214,Erroneous operation,2017-06-26,2017-04-18,948,BEL,Belgium,0,40.99,17.13,33.63,18.28,0.0,0,110.05,0.6,1,Regular,
