ID,Review
820,"Easy experience when getting House insurance renewed.
I also had questions that were answered well and I wanted extra cover on bicycles and personal portable items.
All in all it was an easy and pleasing experience.
So change to  yourselves"
821,"helpful and handled my claim with efficiency and empathy
Never having claimed before I was amazed at how efficient and helpful the staff that handled my claim were.
would recommend this company to anyone who asked."
822,very good web site easy to use and purchase product all paper work came on time very pleased
823,Extremely easy to purchase. Covered all my questions within the various screen pages. Will recommend to friends.
824,Having had buildings and contents insurance with the same provider for many years I thought I would change and look for a better deal via the comparison sites
825,Good experience helpful staff. Good product excellent price.
826,"I have no hesitation in recommending . Not only was the transition from my old company done with ease but the person I dealt with was friendly very efficient and informative. He took me through everything step by step and very satisfactorily.
But on top of all this I saved money.
I will not be going anywhere else!!"
827,good to talk to on the phone.web page was clear and easy to use .good cover for money.half the price of my old insurance.
828,as i am a new customer i have not form any opinion as yet but all i can say everything was straight forward so far.
829,Having looked at several comparisons to last years policy which had become far too expensive  online came up trumps on features and value for money. Hopefully I will not need to claim but if I do I hope that any future claims experience will be as good and fair as the buying experience!
830,"CUSTOMERS WHO HAVE PAID GOOD MONEY TO INSURE THEIR GOODS SHOULD NOT BE TREATED LIKE I WAS I ALWAYS THINK ABOUT THE FATE OF OTHER CUSTOMERS WHO CANNOT DEAL WITH INSURANCE ISSUESTHE ONLY CREDIT THAT  OBTAINS AS A RESULT OF MY EXPERIENCE IS DOWN TO THE WAY THAT THE MATTER WAS DEALT WITH AFTER RAISING THE ISSUE WITH THE FINANCIAL OMBUDSMAN THANK GOD FOR THE OMBUDSMAN

REGARDS JOJON"
831,I needed to review my home insurance and had not been looking forward to it. However I was recommended by a friend to try . I found it a rewarding experience with helpful staff able to answer my many queries. As a result I found a policy that met my needs at a lower cost.
832,Our claim for a lost engagement ring was dealt with speedily and very efficiently. Staff were knowledgeable professional and understanding - especially in light of the fact the item lost held a lot of sentimental value. I would recommend  to friends / colleagues.
833,Very satisfied with the customer service we received. Swift resolution overall.
834,All done over the phone great at a time to suit me
835,Easy forms to complete on line with a quick reaction time from  staff started the claim process off well. Damage assessors visit arranged within a few days. Assessors had to be phoned a couple of times to get the claim progressing but 10/10 to  paid out fairly quickly. Would recommend and have renewed for this coming year.
836,AFTER CHECKING MANY MANY COMPONIES.  WAS THE BEST VALUE I COULD FIND FOR 2013
837,"I found the website very clear and straightforward. The application process was easy to follow and complete. Making necessary amendments was also easily done.
The policy features were explained clearly and were beneficial.
The process was simple and the product is excellent"
838,"excellent cover for home and content and accidental damage
comprehensive and good premium value.
i trust that in the case of any unforseen claim that the service and the management of the reinstatement will match the excellent care and advice service offerred in setting up the policy.
look forward to a long and trouble free relationship with ."
839,There is not a lot I can coment on because this is the firdt time I have taken out a policy with your company.
840,Shopped around for a while and decided  was a good overall buy. I liked that you could tailor the basic cover to suit own needs. I hope I dont need to use it but as long as the claim is smooth if I do then Ill be happy. Thats what you pay the bit extra for in my opinion.
841,very helpfull a 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
842,Excellent all round. Very good value and easy either on telephone or on line.
843,Phone call was easy details taken and quote was good details posted and within a few days account was up and running on internet due to price and customer service would recommend
844,"Ive never had to make a claim before but I have to praise both the personnel at  as well as the process online. It quite simply could not be easier to both process & deal with a claim.
My problem related to accidental damage to ourTV caused by my children. Once I had provided evidence & the correct documentation the management of my claim was excellent. I was fully updated with the progress & never had to chase for something to be done. The service was clear concise efficient & effective.
Im happy to recommend  to all my friends & family."
845,I bought this policy on behalf of my 95 year old grandmother It was very simple to do staff were extremely helpful and the level of cover is impressive. Not forgetting the premium was very good. All in all she is a very happy customer.
846,Initially I decided to bear the cost of minor storm damage repairs personally and accepted the estimate of the builder concerned. He then raised health and safety issues which added more than 500% to his original. Suspecting this might be a con of some sort I then obtained an estimate from a second builder and the process was repeated but in two parts. I made a claim after the first H & S issue was incorporated and by this time I was out of what I would consider reasonable time after the event for making a claim. After submitting estimates for the damage caused which was then agreed the builder then raised additional H&S issues and required more money. This change was quickly approved by your agent without question.
847,Exactly what I wanted. Cost was far lower than other quotes from elsewhere.
848,Having looked at the quote and compared the pros and cons I purchased the policy and paid for it total. I was annoyed to receive not one but two email reminders over the new few days informing me the quote wad still valid.  need to get their electronic systems connected so reminders are not sent out formulates purchased but thank you emails for buying from them.
849,"Claim on my kitchen due to water damage from burst pipe.

Very easy to get through on phone and someone came out to inspect the damage within the week. They were very honest and flexible over whether to use their workmen for the repair or they would give me the money and I could sort it out myself.

I opted for the money and I confirmed bank details and they promptly did a bank transfer for the amount less the excess. All communication apart from the initial call was via email directly to one contact who I could call directly if required. No messing around with lots of different people or call centres - the whole process was very painless easy and smooth.

I will definitely recommend and continue to insure with them in the future."
850,compared several other companies and found  best of all both with price and product contants
851,My wife and I both have our cars insured with . When I mentioned this during the House Insurance enquiry we were offered an additional discount off an already extremely competitive price. Furthermore now that we have our property insured with  we will receive and additional discount when we come to renew our car insurance. Cant be bad!
852,I was happy with most aspects of the insurance process except that a month or so later I have still received no policy documents and do not feel insured somehow! Perhaps I am just old fashioned or is there something sinister about the omission? I thought I read somewhere along the way that policy documents would follow.
853,Unfortunately i have not had a good experience with the quality of the goods recieved in my claim. I also disagree with the cost claimed by the insurance firm. This has totally been inflated. The actual speed that the claim was dealt with was excellent but it has taught me a lesson to insist I used the repairer I want! I have not renewed my insurance with  due to my experience!
854,The deal for a new customer to the product seemed to good to ignore and the whole process of applying on line was easy and straight forward. The edit option was easy to use allowing me to make changes and tailor the policy whilst updating the cost which allowed me to see if certain parts of the policy were worth the additional cost. In the end I was able to get better cover than that from my existing provider and savings were still made. It now remains to be seen if savings will be maintained when renewal is due.
855,very easy to manage on line simple and unambiguous. The price was much lower than my renewal quote from elsewhere
856,I was pleased to take out my policy with  particularly when I was advised that by having other insurance policies with them ie Car insurance I was entitled to a significant discount.
857,We were broken into - in the daylight with the burglar alarm sounding off! These guys (?) just wanted my car keys to steal my car. \Professionals\: the police said. We were left to deal with the aftermath of broken windows  stolen house keys  damaged floor  etc.  responded brilliantly! One phone call and workmen came to make our house secure  change our locks  order a replacement window - all done and dusted within a few hours. A few days later our window was replaced. We found someone to repair our floor and everything back to normal. Renewed our insurance with  without hesitation.
858,QUICK AND EASY TO GET QUOTEMUCH CHEAPER THAN CURRENT PROVIDERALL DONE ONLINE AND YOU STATE THE DATE FOR IT TO START.
859,very reasonable offer and price and easy to apply on line.
860, was very informative and and quick good repitwar over the phone
861,I had been with my previous home insurer for 19 years but I was paying far too much.  gave me a more comprehensive cover for a significant reduction in cost. In my comparison review I rang the call centre and they rang me to sort out my questions before I made a final purchase online. I could also read the full policy online before purchasing. I was very happy with their service. I also have 2 cars insured with them and the service there was excellent too. I would not hesitate to recommend them as every member of staff delivers excellent customer service.
862,Staff were friendly and polite. All my questions were answered. Hopefully I never need to claim
863,My application was made on line and saved me a great deal of money per year on combined home and contents insurance from my previous supplier. I later made an enquiry via the telephone helpline and the chap even called me back with some further advise which was much appreciated. Very impressed.
864,"Had the renewal notice from my current insurer we have been claim free for many years but the premium kept increasing. We have car insurance with  and that was really easy to arrange so I thought give them a try.

The on-line system was very easy to use and we could change things and get an updated quote straight away.

Buying was easy too as soon as we had the quote which suited us click click and it was done. I wish it was as easy to cancel the old policy!"
865,Well informed and friendly staff who understood my requirements and found the ideal policy at an excellent price.
866,The person I spoke to was friendly helpful and knowledgeable. My quotation wasnt completely straightforward so he advised exactly what I needed to do. When it took a bit longer for me to get the required information and my renewal date was due my details were quickly found and processed. There was no need to call to chase up (as I have had to do with other insurance companies): somebody got back to me within two hours and everything was arranged. I was delighted with the efficient service and have already recommended  to friends. As Im from Norwich I am pleased to be able to say how well a local company has done!
867,"the home contents policy was good value for the price
the vehicle (car) insurance was very good and the service
from the the staff excellent. well pleased."
868,The call staff are very polite and thorough in tailoring a policy suited to your needs.
869,Both our houses covered with minimal restrictions and good cover
870,After reviewing several companies found  to be very competetive. Was able to ask questions on chat line pertaining to my personal preferences and also to print out for perusal before finally committing to buy.
871,had to have my bath replaced on my insurance but  made it very easy and quickly sorted out
872,Finding new house/contents insurance is a time consuming job but I found that s website was easy to understand and the forms easy to complete. The price was very competitive. A lot of companies do not provide a paper copy(or they charge) but  send your policy and detailed booklet within a few days.
873,Very good quote and slightly better terms compared to my current insurer. Good clear uncluttered website with the added benefit of being able to discuss doubts with a pleasant telephone advisor.
874,Simple and easy. Fill in the form with the correct detail. Get a quote!!! if SATISFIED pay your money and have a year of peace and tranquillity. I also have my car insurance thru  and it was just the same.
875,Been with another provider for five yearsprices rising each year with no extra benefits. Enter . First contacted by email and i thought here we go again another provider aiming for business. As I already have car insurance with  i checked the details out. Wow! Great valuegood benefits and much much cheaper than my existing provider.Time for a change and with online benefits the deal was even better. Go !
876, dealt with my claim like they really wanted to help. The whole process with very quick and the service from start to finish was exceptional. Thank you  for your support.
877,"Yes very good service on the phone and a good website which is easy to use! and the
advisors know what they are talking about?
Makes a change doesnt it !"
878,"After having spent years tied into my Banks products I changed over to  on the advice of a work colleague who had saved pounds with . I was impressed with the ease of the navigation around the website the quote obtained (which was pounds cheaper) and the clear explanations meant it was easy to click to buy the policy. I really like the fact that I have not had to print my documents and can easily retrieve them electronically by the use of My Policy.
I have been so impressed I am now looking for a quote on my motor insurance. smiles all around. :>)"
879,Having had a negative experience with the initial representative I was offered a second visit by a surveyor who was extremely supportive and verified that the leek had caused the damage in question. My experience of telephone staff the surveyor and workmen is extremely positive. The office staff displayed a very friendly approach and were supportive throughout they demonstrated excellent customer service skills which I felt was exceptional. The surveyor again was very supportive and the company that carried out repairs were very professional doing a really good job that has received much praise. Thank you
880,I already had two car policies with  who have always provided good assistance when needed. Although I had made a claim this year it did not make any difference to them. The website is well thought out and you can print your policy documents if you want to or they are stored by them I would recommend them to anybody as they offer good service and are competitive with other companies.
881,Easy to deal with and quick to understand our needs.
882,Excellent customer service very clear and helpful advice without being pushy. Website was easy to negotiate. Best all round deal I could find.
883,It did not take long to sort out what levels of cover I required.
884,Got a call from  about home insurance renewal as I have car insurance with them. Stephen the salesman was helpful not pushy and took time to go through two lengthy quotes. He called back at the time he said he would the next day to confirm the purchase. The premium was much less than quoted by other insurers - especially the landlords insurance.
885,No problems getting a quote and setting up insurance cover. Minimum After sales pestering.
886,Helpful and quickly sorted everything. Good customer service. Would recommend.
887,excellent company  all good and helpfull hope the back up service is as goos should i need it
888,"TV with smashed internal LCD screen...

I had to keep chasing. Weeks went by.

Wanted me to have time off work for an inspection when it was blatantly obvious it was a right off and a repair was not economically viable. Then the promised callbacks to arrange this did not happen.

In the end (due to the above problems) a manager accepted my photos and then a reasonable settlement was made within a matter of days (shame it took weeks to get to this point).

Then after I had been paid the inspection company called to arrange the inspection!!!"
889,I saved a substantial amount on the renewal quotation from my existing insurer
890,"Old habits die hard but having had a car insurance with  I considered changing my Home & Contents as offered.
I received a quote for the same level of cover and excess which proved to be an outstanding saving on my original policy within minutes on line.
I telephoned  to make sure this was a true and accurate quote as I could not believe what I was seeing.
Needless to say the help and assistance I received from their telephone operative was first class and I duly took out their kind offer of a policy."
891,Quick and easy to understand on line excellent price excellent cover for house and contents made a fantastic saving compared to my usual insurance company.
892,"The experience of buying from  was excellent the ability to change options and get a revised quote was simple and fast. Value for money looks great.
Just one flaw is that all those re-quotes will each remind you until the insurance comes live so if you edit the quote five times you can expect six emails every so often until the start date. It would be nice to be able to delete as well as retrieve quotes. Call centre cannot delete them either.
Ability to claim and administer online is great too. And if you ask they will supply a landline number to call."
893,As the police were already at my house when I arrived home my first phone call was to  right from the word go I had all the help and support I needed. I was walked through the process step by step. I was advised and helped with the pricing process and with how to obtain all the information  needed to complete my claim.  turned what could have been a traumatic experience into nothing more than an inconvenience and a nuisance.
894,Easy telephone connection. Tele sales advisor seemed experienced very helpful and easy to deal with.
895,"My claim was dealt with very quickly. The assessor was fair and the options provided were more than acceptable. The claim was settled within days.
(Im sure Ive done this before?)"
896,A problem with my previous insurance company turned into a good policy and money saving what more can you ask for.
897,On my return home after an excellent holiday my wife and I discovered our thawed freezer. It contained some �300+ worth of the usual domestic food items. My first instinct was to start the clear up procedure the mess and stench was awful it was only then that I remembered my  insurance cover after a very quick telephone call to them I took a photograph of the ruined food remains this was then e mailed to them with a comprehensive list of the contents. Within two or three days I was compensated for the loss. I found the procedure hassle free and  were easy to deal with.
898,"When we had our fire  were helpful and polite. I had to ring the call centre at 2am and the call was answered quickly and easily.
Due to the extent of our claim we did use a loss adjuster to work with the one from .

2 years on and we are still with  so that
says it all. Thanks"
899,My house was burgled and a tv laptop and my car stolen - at least we were not at home to feel the violation. I contacted  and whilst the burglary was frustrating I was assigned a case handler. This individual was empathetic and handled my claim well with the only issue being a non settlement that was due to another staff member getting involved and not doing their job but no longer with . Settlements eventually received for the TV and door in a timely and well handled fashion. Laptop replaced but not really like for like and smaller screen but was more gutted about losing all my family photos on the old one. Then my nightmare really started as the renewal was due and my premium doubled despite having protected no claims. Several phone calls and a letter of complaint later told I was overcharged so was not best pleased as without my written complaint - had phoned three different people prior to that who had fobbed me off - I would have overpaid into perpetuity !
900,I was allocated an agent to deal with my claim from my first phone call to  She looked after the claim from start to finish she always kept me informed what was happening and her service was second to none
901,Initial claim staarted well but contact and action drifted a bit and had to chase. End result was Fine and the contractor used for the clean up were very helpful. Main issue was over the excess which no-on asked for until i asked about cash settlement for part. Not had claim before so for first experience not too bad.
902,We are extremely happy with the service and monthly payment terms that enable us to balance our monthly payments and avoid the winter peaks.
903,I found the staff very helpful and answered any queries I had about the policy quickly. They also gave helpful advice on getting information about my policy and aspects of the cover.
904,"Very pleasant telephone conversation which was helpful and informative.
Beat other quotes I received by a generous amount."
905,Have take out house insurance with avia for the first time you do not know how good it is till you make a claim which I hope I do not have to make.But the cover looks good for the price payed.
906,Did not hard sell just went through the benefits and the costs
907,"This year I decided to take a much closer look at my home insurance renewal...as everyone should really. And Im glad I did.
A friendly knowledgeable & professional person looked after me throughout & made the process clear & straightforward.
It quickly became apparent that I would save a considerable amount on my premium whilst improving on the level of cover I had before.
Now thats what I call value for money & I would be surprised if my car insurance due for renewal soon doesnt end up with  too!
Not only was it well done it was done well. Thank you ."
908,"Eventually my drain problems were sorted however this did take numerous phone calls and a formal email complaining about the service I had received.

I have to say overall I was dissapointed considering they consider themselves market leaders in home insurance."
909,Helpful and competitive with good service dealing with my requirements
910,"When it came to renew our buildings and contents insurance we thought we would give  a try as we already had car insurance with them. After the multi policy discount was applied we were very happy with the price and no-one could offer us better!

 offered better cover as standard compared to other policies that we looked at. They were also very helpful when it came to enquiring about a difficult item we had to insure. Our previous supplier was difficult with this and took a lot of persuading to insure it on our policy. Understandably we had to pay extra for this but with  they accepted it without a problem and with no extra charge! Bonus :)

The customer service personal were always friendly courteous and very knowledgeable. From much experience of talking to people in call centres it was a very positive experience.

Thanks ."
911,The call handler was well friendly efficient and informed and could answer all my questions. Slightly disappointed that you dont price match for existing loyal customers.
912,I was surprised by how much better the cost was to my previous insurance. Now have house contents and car insured with . Always pays to get a variety of quotes.
913,This was dealt with smoothly with no fuss. Would definitely recommend using this service again.
914,"my husband dealt with all insurance matters but is unable due to serious illness
I found  to be very helpful in guiding me through the complexities of insurance and would not hesitate to give the company my highest recommendation to anyone.
I now have homecar and travel insurance with ."
915,An excellent service and so quick and easy to sort out
916,It was all fairly painless. The only negative was waiting for the carpet people to get in touch but that wasnt s fault.
917,Looked on line I refuse to pay for phone calls when Im buying something when I didnt commit to buying they rang me and we sorted it out over the phone.
918,Moved my car insurance to  now moved my Home insurance. Really good value and great service. Would recommend them
919,ive had no issues with choosing avia as my insurance provider and always been able to resolve any issues quickly with their customer services team. Ive never had to make a claim but I would like to think I would receive the same level of service
920,Setting up no issues identified but if one had to make a claim I do not know how they would respond. Its better to review after 12 mnths not when obtaining a Policy.
921,The home insurance policy I have just taken out was very straightforward to organise and easy to understand.
922,Overall happy with claim process. Took a bit longer to start claim as I do not live in UK Mainland and there was no official accessor to access the damage. Once that was take care off claim progressed without any problems.
923,It was so easy to obtain a quote and to get the cover wanted. The explanation of the cover provided pop-ups are easy to understand so choosing the sections you want to buy is simple. The on-line chat service is excellent and the staff helpful and friendly. The choice of free internet policy and payment or by telephone and post for a small extra charge is a great choice to have.
924,This is my second policy with  my car being the first. When second car renewal becomes due in December I will go no-where else I am that impressed.
925,Looked at  for contents insurance because their car insurance is so good. (Tried and tested - had to make a claim unfortunately and they were fantastic) Cover is fairly standard i think but the price is unbeatable. Much much cheaper than my renewal quote with previous provider (how can they justify such a massive rise when I have never claimed) . Found it on line but rang a free phone number to arrange it and customer service was very good. Slight hiccup with arranging additional cover ( small human error i think) hence the slight reduction in score.
926,New to this company and I was impressed by the time spent explaining the various policies
927,From the first phone call I experienced courtesy kindness and understanding from all the people involved with my claim.
928,"I am extremely disappointed at the customer service that I have received.  appointed company X to carry out the survey and appoint a suitable contractor to carry out the work.
The contractor Y proved most unreliable beginning work on the rebuilding of the garage wall on 15 May 2013 and after numerous promises/excuses for no-shows the brickwork was completed around the end of June (6 weeks for a half wall).
I contacted  to express my concerns and disappointment but was directed to company X to resolve the issues - a waste of time as surveyor X and contractor Y obviously had a close working relationship and X clearly didnt want Y to be seen in a bad light.
We were then left waiting for the 2 replacement garage doors to be fitted and again after numerous delays/excuses the doors were fitted early August.
Today (17 Sept 2013) we are still awaiting removal of the old garage doors and surplus bricks. An apalling service. Thanks  I wont be recommending you to anyone"
929,Very reasonable offer best on the market at the time happy with service
930,Excellent all round. Great value made use of  advantages for existing mortgage holders.
931,"The whole experience of buying insurance from a a reliable and trusted provider is uncomplicated Any queries are quickly and comprehensively answered through the Live Chat facility which is useful and allows a degree of underwriting of specific non standard property features which is not usually available with other insurers on online comparison sites.
I am happy to recommend  to friends and family on the basis of my experience of house and motor insurance to date"
932,"It was our last day in Berlin and just before heading to the airport I realised that the diamond necklace my husband gave me for my 50th birthday was missing - the chain had come loose and the diamond has fallen off. I was devastated. Next day when I got home I contacted  and they were really helpful. They took all the details and passed the information onto the jewellery department. Everything was really easy and the people were so helpful. I got back the full amount of my purchase and was able to replace the necklace. Luckily I had kept all the original purchase receipts which I think helped. What a relief!
First class service from start to finish and because I had taken out cover to protect my no claims I got a great quote for this years insurance.
Very Happy!!"
933,Found everything easy and pleasant all questions answered with the online chat.
934,Sorted out with no problem good help from you customer service team
935,"I can only say how easy it was to arrange the insurances on line which is such a recent event that I cannot comment on how claims are managed. The prices for house and contents insurance were better than my previous insurer and the accompanying paperwork is easy to understand jargon free and clear.
I hope that I never have to make a claim but I feel confident that the service offered would be quality."
936,"Very hard to talk to to some one about taking out Cover.
Sending a E-mail to you and your policy to respond 72 hours later left me with no cover on my house.
When i did talk to some one it was sorted out immediately.
The cost to you as a company must be considerable as my neighbor was asking me how i was getting on with my cover.
Sorry but i told him to go else where.
I do not do internet banking so talking on the phone is the only way for me 
If you do not like the comment get some one to do some market research looking at the over 50 year olds"
937,My previous insurers cover finished and the company asked me to contact them to arrange the new policy. I needed to amend the policy because I felt I was under insured. I held on the phone so long that I gave up. I immediately went to the internet and did some research. I found  packages were the most suitable. I joined online which was so easy and only took 10 minutes. Their standard policy was exactly what I needed with more cover than I had had yet it was just a tiny bit more than I had been paying previously. The policy number etc. was sent to me straight away with everything I would need. I immediately felt peace of mind and knew  was the right decision.
938,I found it very easy to follow the instruction on line beat my other quotes by a mile
939,"I have used  in the past for car insurance and have always found them to be very good vale.
The web site is clear and easy to use.
Of course this all only matters if the price quoted for the cover required is better value than the competition!!!
I will always go to  for a quote regardless of the comparison sites which I have found quote a price which then increases with all the \add ons\"
940,I had a problem with something that I had left out of my policy and I initially tried to change it online but that didnt work so I rang up and was on hold for some time although when the phone was answered the call handler was very polite. Unfortunately I had to ring up a second time to get my issue sorted as it had not been updated the first time but again the second time I rang the call handler was great.
941,I took out a new building policy by telephone with  as it was convenient but on enquiry no discounts were made even though they were offered on line payment by credit card increased the cost of the policy and they would not accept my credit card as it has a foreign address even though it is Visa card. Questionable if I will renew because of the service.
942,"Unfortunatly I got recently broke into in my 3 bed semi house on a busy road in the day time and a lot of personnel things mostly hardware taken from my house.
Thanks to  they were quick to respond after I got my police crime number an paid out so quick (within 7 working days and I could start getting my things back. They were also helpfull weeks later after I was recognising further items missing and they again responded quickly in paying out!. They gave me options of like for like or cash equivilent and I was so happy with the friendly service and communication with . They were very sympathetic and helped enormously with repairing the damage to the house and replacing items.

Many thanks  a well worth insurance company!"
943,Did over phone great price and cover quick and effcient perfect home insurance
944,Quickly done easily understood website very easy to arrive at a very competitive quotation.
945,"I was trying to get the requirements the same as my current policy so I needed to go back and alter things. Every time I did this I got a new quote by email but I could not see the full details just the amount.
After I had bought the insurance (a major saving on my existing policy which they had just increased by over 10 per cent for no reason) I kept getting emails asking me to buy my early efforts. Not earth shattering but simply annoying."
946,"Very helpful agent who hid no facts and was very understanding explaining things I was not sure of.
Would certainly recommend and good to see a return to the old values.I.e honestlygood value and customer service."
947,I do not have any negative dealings with . Staff were polite and my claim was dealt with very quickly with no paper work for me to fill in. THANK YOU
948,I recently changed my House and Home insurance from a well known over 50s insurer and saved a large amount on my current premium. The overall online experience was very good the main factor being no silly irrelevant questions being asked. The questions were practical and simple. I am very happy to obtain slightly better cover for a lot less outlay. Keep up the good work .
949,"This is the first time I have tried to claim on any household insurance. I was so impressed with the way it was easy to explain on the telephone my claim they put me at ease straight away. The immediate collection of the damaged goods as well as the diagnosis of the possible internal problems was very quick.
They contacted me once all the repairs were made and the courier firm even text me a time that the goods would be returned.
The quality of the repairs are as new.
I do not believe it is possible to get any better customer service the whole process was less the two weeks.
WELL DONE ."
950,Really good value compared with several other companies I have tried (especially with the M & S Voucher which was offered but not yet received)! Really straightforward choice of options to cover all my needs and clear pricing.
951,Excellent value for money best like for like price plus discount as i already had car insurance.
952,I lost a hearing aid while gardening. Its an expensive item and so is specified in my policy. I have lost one before so I thought Id be turned down this time but not a bit. My claim was dealt with quickly courteously and with no fuss whatever. Ive been with  and previously Norwich Union for many years and its true that my claims history is otherwise very good. Nonetheless it was a pleasure to find that replacing this item was a smooth process. I will certainly be happy to continue being a customer of this company indefinitely and would recommend them to anybody.
953,I have renewed this year with  they are very competitive and brought down my renewal quote after I phoned them. I also changed to monthly payment and all went very smoothly. I have no complaints.
954,"The people who looked after my claim after the burglary were very helpful. It was the first claim I have ever made and they explained the process very clearly.
The claim was dealt with speedily and efficiently and I felt I was treated fairly
I would like to thank the staff who helped me.
I would definitely recomend  to friends"
955,What a user friendly service on line. Even if you have to call all personnel friendly well informed and very helpful
956,The Buildings & Contents policy that I purchased does exactly what it said on the tin for a great price that none of the comparison sites could match. There was also a lot of additional add-ons if required.
957,The young man I spoke to was very helpful understandable and clear on what I needed to know very pleasant experience.
958,The whole process was handled in a speedy and straightforward manner.
959,Made our claim very easy and hassle free. Cant fault them at all x rang when they said they wouldexplained everything. After a break in I didnt want any hassle and stress etc and I didnt get any!
960,"We moved house last year and the removal company that we used were less than careful with our furniture to put it mildly!
We claimed for the damaged items via our  contents insurance and were astonished at the speed and ease our claim was dealt with.
We have nothing but praise for the way an unpleasant episode was dealt with speedily and professionally."
961,I had decided to review my insurance cover this year. My usual insurer had left it till just a week before and I still had not received details of my new premium. I contacted  and was amazed at how helpful and efficient the member of staff was he went through my current policy to ensure that  could match or improve cover he really knew the product and I decided to accept the quote which was cheaper than the previous years. It was all done and finalised and I felt very confident with the service. I received the paperwork just days later what a great weight off my mind and a saving as well.
962,"Overall a very good experience with an awkward new insurance policy.
Weve been with  for 10 years but moving to a new home with its own foibles (Granny annex etc) looked difficult on the face of it. The chap I spoke to over the phone was excellent and everything was arranged swiftly and efficiently with good humour."
963,I initially looked at  and other companies in order to buy home insurance on-line. I was later phoned by  customer service and after discussing my requirements with the adviser I was able to buy the insurance which I wanted at a very competitive price.
964,VERY PLEASED WITH SERVICE ALWAYS HELPFUL AS I NEEDED TO CHANGE INSURANCE AFTER COMPLETION AND THIS WAS NO PROBLEM FOR THEM TO DO VERY FAST AND EFFICIENT
965,"We left on holiday for two weeks to come back to a flooded hall. Laminate flooring caused by a leaky cistern input phoned and within a week or so claim was settled.
No fuss I had a tricky situation but  eventually saw my argument and agreed I would be covered. Common sense prevailed.
Very happy will be using again.."
966,Great price really easy on-line. I had a couple of questions and phone customer service..answered all my questions and best of all no wait on the phone waiting for someone to speak to. Great service would recommend.
967,Very easy to complete to get a very competitive quote which I took up giving me the same cover as my previous provider.
968,Buying  home and car insurance online is easy. All documents are held online and can be accessed anytime.
969,"We suffered a burst water pipe on the mains side of the stop cock so the ground floor was flooded to 3 to 4 inches.
It was a Sunday and we expected problems in contacting . This was not the case and I was quickly to talking to a claims advisor who explained the process that we would now undergo. The loss adjuster arrived in two days and during that time a company responsible for drying houses out arrived with the appropriate equipment that remained for 5 months such was the extent of the damage. The loss adjuster appointed a project manager to handle the trades and companies for the refurbishment process.
We made certain that all concerned understood our requirements clean and tidy workingtimely arrivals and departures quality of work and materials expected. Restoration took 6 months and my only critisicm would be the amount of my time necessary to ensure my requirements were met."
970,All done on line and no sight of a policy document
971,Although I found the website extremely easy to use I also spoke directly with customer services to clarify a couple of items about which I wasnt totally sure. The Adviser answered my queries clearly and concisely and the whole experience was really quite impressive. The real bonus  however was the substantial saving on what I had been paying my previous Insurer. The difference was so big that I have been kicking myself for not having searched for alternatives in previous years.
972,Efficiant explaind everything to me and made sure i had not forgotton anything of importance.
973,I received a phone call quoting for my home contents insurance as they had my renewal date because I have a car policy with . The young man who spoke to me was excellent and a real credit to the company. I had to check a few details so he promised to call me back on a certain day and at a certain time. Right on time I received the phone call and gave him the information he required. I had no hesitation in proceeding with the policy based solely on the customer service I received. (The quote was similar to what I paid the previous year). I didnt even bother to go online to check other companies prices because I was so impressed with the company and especially the young man who set up my policy. I really value good customer service and  have certainly delivered.
974,The product was comprehensive enough and it was alot cheaper than my current provider. It was easy to buy the product online in just one click and most of the information could be found.
975,By far the cheapest quote for home insurance with more included than the rest
976,Great service kind and friendly staff excellent.Will recommended to friends and family.Easy to understand policy wording.Will highly recommened.
977,I obtained a quote last year which I was happy with but was then pursuades to move to a high street bank by a much reduced offer only to have a great deal of trouble as the person o the phone had said they could match any deal but it should have been renewal cost. I eventually won and the bank honoured the policy but this year upped it by 35 percent! I came straight back to the  web site obtained the policy quickley with no hassle and was able to priint out all the information before buying and saved money. I would definately recomend for a good deal with no hard sell.
978, happy to discuss policy premium and adjust to a comparable price.
979,"We currently have a multi car insurance product with  and were pleasantly surprised that  recognised customer loyalty and offered discounts from a home insurance policy.
I always do price comparisons when my insurance is due but found that this offer was a good saving on the nearest rival and for the same cover. I find that the  website is easy to use and very straightforward also customer advisers are very knowledgeable quick and have excellent listening skills."
980,I was very impressed and when I called to clarify something I received very helpful advice. I then went back to the web and was amazed that the quote was so good. Having gone down the supermarket route previously I have been persuaded to use companies outside these web sites. Try for yourself brilliant.
981,Though policy was a competitive price getting it was difficult. Was cut off twice on the phone after having got through and had difficulty doing it on line and getting policy documents?
